,text,type
3394,Ives is pleasant.,fact
3395,Janet is pleasant.,fact
3396,"If someone is comprehensive and not good, then he is not charming, and vice versa.",rule
3397,"If there is at least one people who is both not naughty and not charming, then Jed is comprehensive.",rule
3398,Matthew being charming implies that Matthew is not naughty and Connell is good.,rule
3399,"If Ives is naughty, then Isaac is hypocritical and Titus is not good.",rule
3400,Matthew is not good if and only if Connell is not naughty and Titus is comprehensive.,rule
3401,"As long as someone is either not charming or naughty, he is not pleasant and hypocritical.",rule
3402,"If someone is not comprehensive and good, then he is not naughty, and vice versa.",rule
3403,"If there is someone who is hypocritical, then Connell is not good.",rule
3404,"If there is someone who is either not good or not charming, then Matthew is naughty.",rule
3405,"If someone is pleasant, then he is both hypocritical and not naughty.",rule
3406,Isaac being not charming and Matthew being hypocritical imply that Janet is not naughty.,rule
3407,"If someone is pleasant and not hypocritical, then he is naughty, and vice versa.",rule
3408,Hannah is cool.,fact
3409,Culbert is relevant.,fact
3410,Culbert is not excited.,fact
3411,Hannah is friendly.,fact
3412,Grant is not realistic.,fact
3413,Culbert is polite.,fact
3414,Kelvin is not relevant.,fact
3415,Grant is friendly.,fact
3416,Grant is not polite.,fact
3417,Ryan is not excited.,fact
3418,Ryan is not cool.,fact
3419,Hannah is not relevant.,fact
3420,Someone being realistic is equivalent to being not cool.,rule
3421,"If someone is realistic, then he is both friendly and not relevant.",rule
3422,Someone being both friendly and realistic is equivalent to being not relevant.,rule
3423,"If Hubert is cool, then Shawn is not excited.",rule
3424,Grant being polite or Hannah being excited implies that Ryan is not cool.,rule
3425,Ryan being not relevant implies that Hannah is not realistic and Kelvin is polite.,rule
3426,Grant being not excited and Hubert being not polite imply that Ryan is cool.,rule
3427,"If there is someone who is both not friendly and not polite, then Ryan is not cool.",rule
3428,Someone being not excited is equivalent to being not polite.,rule
3429,Someone who is both friendly and not realistic is always not cool.,rule
3430,"If there is someone who is excited, then Grant is not relevant and Ryan is not polite.",rule
3431,"if there is at least one people who is not polite and not relevant, then Hubert is not cool and Hannah is realistic.",rule
3432,Cedric is not annoying.,fact
3433,Kane is not oak.,fact
3434,Quillan is mental.,fact
3435,Alexis is available.,fact
3436,Chandler is not available.,fact
3437,Glen is not mental.,fact
3438,Chandler is cloudy.,fact
3439,Grayson is not worried.,fact
3440,Chandler is not oak.,fact
3441,Cedric is not cloudy.,fact
3442,Grayson is oak.,fact
3443,Quillan is cloudy.,fact
3444,"If Chandler is not annoying and Quillan is available, then Chandler is not mental.",rule
3445,"If someone is both oak and not annoying, then he is not cloudy.",rule
3446,All not worried people are cloudy.,rule
3447,"If someone is not cloudy or not annoying, then he is oak.",rule
3448,It can be concluded that Cedric is not annoying once knowing that Kane is mental or Chandler is not worried.,rule
3449,It can be concluded that Chandler is worried and Grayson is mental once knowing that Grayson is cloudy and Quillan is available.,rule
3450,"As long as someone is not annoying, he is worried and mental.",rule
3451,Someone being both annoying and worried is equivalent to being mental and not cloudy.,rule
3452,"If there is someone who is oak, then Alexis is not cloudy and Cedric is available.",rule
3453,"If there is someone who is not cloudy, then Cedric is oak.",rule
3454,"As long as someone is cloudy and not oak, he is not annoying and not mental.",rule
3455,"As long as someone is worried, he is not annoying and not oak.",rule
3456,Kelsey is not elated.,fact
3457,Stefan is elated.,fact
3458,Stefan is misty.,fact
3459,Danna is not elated.,fact
3460,Kelsey is latter.,fact
3461,Kelsey is misty.,fact
3462,Kelsey is not intelligent.,fact
3463,Uriah is intelligent.,fact
3464,Otis is not misty.,fact
3465,Gardner is placid.,fact
3466,Gardner is misty.,fact
3467,Kelsey is not placid.,fact
3468,It can be concluded that Justin is latter once knowing that Kelsey is elated and Gardner is intelligent.,rule
3469,Someone who is elated is always placid.,rule
3470,"If there is at least one people who is latter or misty, then Justin is not frantic.",rule
3471,Someone who is not placid is always not intelligent.,rule
3472,Someone is not elated and intelligent if and only if he is frantic.,rule
3473,Someone who is both placid and not latter is always misty.,rule
3474,"If there is at least one people who is either elated or not placid, then Justin is misty and Gardner is not frantic.",rule
3475,Someone is not intelligent if and only if he is not misty.,rule
3476,Someone who is both elated and not misty is always intelligent.,rule
3477,Someone is misty and frantic if and only if he is not placid.,rule
3478,"If someone is not placid or not frantic, then he is not misty.",rule
3479,"If everyone is not misty, then Justin is latter.",rule
3480,Hadley is not lucky.,fact
3481,Morton is condemned.,fact
3482,Carter is not thoughtless.,fact
3483,Rufus is thoughtless.,fact
3484,Carter is unfair.,fact
3485,Morton is not thoughtless.,fact
3486,Blanche is sufficient.,fact
3487,Blanche is lucky.,fact
3488,Kelvin is sufficient.,fact
3489,Blanche is unfair.,fact
3490,Carter is good-tempered.,fact
3491,Blanche is thoughtless.,fact
3492,"If someone is sufficient, then he is not lucky.",rule
3493,"If all people are unfair, then Hadley is not lucky.",rule
3494,Rufus being not thoughtless is equivalent to Kelvin being lucky.,rule
3495,"If there is at least one people who is not unfair or not good-tempered, then Carter is not thoughtless.",rule
3496,"If Morton is sufficient, then Blanche is condemned, and vice versa.",rule
3497,"If there is at least one people who is unfair, then Carter is good-tempered and Rufus is not sufficient.",rule
3498,"If someone is not unfair and not condemned, then he is both sufficient and thoughtless, and vice versa.",rule
3499,"If Rodney is thoughtless, then Blanche is not sufficient and Morton is not condemned, and vice versa.",rule
3500,"If someone is thoughtless or not unfair, then he is not good-tempered.",rule
3501,"If someone is both good-tempered and lucky, then he is not thoughtless.",rule
3502,"If there is someone who is both condemned and thoughtless, then Hadley is unfair and Kelvin is sufficient.",rule
3503,Someone being both not good-tempered and unfair is equivalent to being not thoughtless and not sufficient.,rule
3504,Leonard is clear.,fact
3505,Leonard is healthy.,fact
3506,Stella is healthy.,fact
3507,Corwin is not brave.,fact
3508,Marcus is brave.,fact
3509,Alexander is miniscule.,fact
3510,Adrian is imaginative.,fact
3511,Stella is not imaginative.,fact
3512,Gifford is not clear.,fact
3513,Alexander is imaginative.,fact
3514,Alexander is brave.,fact
3515,Marcus is imaginative.,fact
3516,"If there is someone who is miniscule, then Gifford is brave and Leonard is healthy.",rule
3517,"If Adrian is not brave, then Stella is not miniscule.",rule
3518,"If someone is not miniscule and not brave, then he is both brave and clear, and vice versa.",rule
3519,"As long as someone is not brave and imaginative, he is healthy and brave.",rule
3520,Someone who is brave is always not imaginative.,rule
3521,"If there is someone who is both brave and imaginative, then Marcus is not brave and Marcus is not miniscule.",rule
3522,Leonard being healthy and Alexander being brave imply that Adrian is brave.,rule
3523,"If there is at least one people who is both miniscule and clear, then Alexander is not brave.",rule
3524,Corwin being not imaginative implies that Adrian is miniscule and Adrian is not healthy.,rule
3525,It can be concluded that Adrian is not brave once knowing that Marcus is imaginative and Adrian is not clear.,rule
3526,Someone is brave if and only if he is not miniscule.,rule
3527,"If there is someone who is either clear or brave, then Marcus is not healthy.",rule
3528,Kent is not crazy.,fact
3529,Albion is not charming.,fact
3530,Austin is not better.,fact
3531,Kerry is better.,fact
3532,Alton is blue-eyed.,fact
3533,Austin is not sharp.,fact
3534,Kent is not charming.,fact
3535,Kerry is blue-eyed.,fact
3536,Cadman is crazy.,fact
3537,Alton is better.,fact
3538,Kerry is not sharp.,fact
3539,Kent is not sharp.,fact
3540,Austin being not dead and Cadman being not sharp are equivalent to Kerry being blue-eyed and Alton being not crazy.,rule
3541,"If someone is not dead and not sharp, then he is not blue-eyed, and vice versa.",rule
3542,"If Albion is not blue-eyed and Alton is not crazy, then Kerry is not sharp.",rule
3543,"If there is nobody who is not sharp, then Alton is crazy.",rule
3544,"If there is someone who is both not charming and blue-eyed, then Cadman is sharp.",rule
3545,Cadman being not dead is equivalent to Kent being crazy.,rule
3546,Someone being not charming is equivalent to being not blue-eyed.,rule
3547,"If there is at least one people who is both blue-eyed and not crazy, then Austin is sharp.",rule
3548,"If someone is crazy, then he is better.",rule
3549,"if there is at least one people who is crazy and charming, then Bert is sharp and Austin is better.",rule
3550,Someone who is not dead is always both blue-eyed and not sharp.,rule
3551,Kerry is not dead if and only if Kent is not crazy.,rule
3552,Kerwin is massive.,fact
3553,Jason is strict.,fact
3554,Marlon is massive.,fact
3555,Gale is not massive.,fact
3556,Kerwin is not crazy.,fact
3557,Brooke is tall.,fact
3558,Marlon is warm-hearted.,fact
3559,Kerwin is not strict.,fact
3560,Kerwin is not tall.,fact
3561,Jason is not massive.,fact
3562,Brooke is not massive.,fact
3563,Brooke is not warm-hearted.,fact
3564,"As long as someone is not massive, he is small and warm-hearted.",rule
3565,"If there is at least one people who is strict, then Shelley is small and Kerwin is not massive.",rule
3566,Gale being tall implies that Marlon is small.,rule
3567,"If someone is not strict or warm-hearted, then he is not massive.",rule
3568,"If there is at least one people who is both not massive and strict, then Harley is crazy.",rule
3569,"If there is someone who is both warm-hearted and massive, then Harley is not crazy.",rule
3570,"if there is at least one people who is not tall and not small, then Marlon is strict and Kerwin is massive.",rule
3571,Someone who is warm-hearted and small is always not crazy and not tall.,rule
3572,All tall people are massive.,rule
3573,"If there is at least one people who is not tall or warm-hearted, then Shelley is not small.",rule
3574,"If someone is warm-hearted and crazy, then he is not strict, and vice versa.",rule
3575,Shelley being not tall implies that Marlon is not small and Shelley is not massive.,rule
3576,Lincoln is emotional.,fact
3577,Peter is neat.,fact
3578,Cedric is not emotional.,fact
3579,Lincoln is not neat.,fact
3580,Cedric is not consistent.,fact
3581,Ryan is emotional.,fact
3582,Lincoln is not consistent.,fact
3583,Cedric is not dangerous.,fact
3584,Homer is neat.,fact
3585,Peter is easy.,fact
3586,Peter is difficult.,fact
3587,Carl is not consistent.,fact
3588,Someone who is both not consistent and emotional is always easy.,rule
